1000
[92106429, 0, 6, 12, 14]
[92107205, 13, 2, 15, 18]
[92107206, 7, 0, 1, 0]
[92107207, 13, 11, 4, 6]
[92107208, 16, 14, 1, 6]
[92107209, 13, 6, 4, 3]
[92107210, 10, 17, 16, 4]
[92107211, 10, 4, 13, 3]
[92107212, 17, 3, 14, 3]
[92107213, 18, 19, 17, 2]
[92107214, 11, 13, 15, 4]
[92107215, 2, 13, 16, 7]
[92107216, 10, 5, 18, 18]
[92107217, 1, 7, 16, 2]
[92107218, 5, 9, 20, 6]
[92107219, 12, 4, 1, 15]
[92107220, 9, 17, 19, 17]
[92107221, 10, 14, 1, 10]
[92107222, 0, 20, 7, 3]
[92107223, 5, 8, 7, 10]
[92107224, 5, 16, 10, 0]
[92107225, 11, 14, 0, 14]
[92107226, 14, 9, 14, 19]
[92107227, 0, 2, 0, 12]
[92107228, 15, 12, 20, 9]
[92107229, 13, 15, 5, 2]
[92107230, 16, 4, 8, 14]
[92107231, 15, 8, 12, 6]
[92107232, 0, 1, 4, 0]
[92107233, 8, 12, 5, 10]
[92107234, 5, 8, 1, 2]
[92107235, 15, 13, 13, 7]
[92107236, 11, 18, 12, 14]
[92107237, 15, 12, 10, 19]
[92107238, 12, 7, 9, 19]
[92107239, 8, 3, 14, 3]
[92107240, 17, 13, 16, 9]
[92107241, 6, 2, 2, 14]
[92107242, 1, 6, 10, 0]
[92107243, 12, 1, 1, 17]
[92107244, 7, 9, 19, 17]
[92107245, 1, 7, 1, 12]
[92107246, 12, 0, 10, 8]
[92107247, 16, 0, 19, 2]
[92107248, 14, 18, 4, 8]
[92107249, 7, 4, 10, 3]
[92107250, 17, 10, 14, 18]
[92107251, 2, 1, 13, 15]
[92107252, 16, 5, 7, 17]
[92107253, 19, 10, 7, 2]
[92107254, 11, 12, 5, 20]
[92107255, 1, 11, 13, 2]
[92107256, 17, 12, 8, 1]
[92107257, 10, 10, 3, 3]
[92107258, 7, 8, 5, 1]
[92107259, 19, 16, 18, 9]
[92107260, 14, 17, 13, 19]
[92107261, 16, 19, 4, 14]
[92107262, 19, 18, 7, 12]
[92107263, 11, 3, 5, 11]
[92107264, 2, 16, 15, 8]
[92107265, 11, 10, 8, 8]
[92107266, 2, 12, 16, 1]
[92107267, 17, 4, 1, 11]
[92107268, 10, 0, 11, 19]
[92107269, 13, 5, 10, 17]
[92107270, 14, 12, 5, 5]
[92107271, 8, 9, 4, 1]
[92107272, 20, 15, 14, 6]
[92107273, 16, 7, 10, 7]
[92107274, 11, 7, 16, 14]
[92107275, 7, 20, 2, 17]
[92107276, 3, 0, 18, 18]
[92107277, 5, 0, 14, 10]
[92107278, 1, 18, 13, 4]
[92107279, 5, 19, 19, 0]
[92107280, 14, 3, 2, 13]
[92107281, 3, 4, 19, 9]
[92107282, 6, 13, 19, 1]
[92107283, 7, 7, 12, 2]
[92107284, 7, 13, 14, 20]
[92107285, 0, 16, 12, 6]
[92107286, 8, 13, 12, 5]
[92107287, 10, 3, 14, 1]
[92107288, 5, 0, 15, 3]
[92107289, 20, 7, 12, 8]
[92107290, 15, 19, 2, 13]
[92107291, 10, 17, 14, 18]
[92107292, 20, 17, 17, 4]
[92107293, 20, 11, 11, 18]
[92107294, 8, 10, 10, 9]
[92107295, 4, 3, 10, 18]
[92107296, 6, 10, 12, 17]
[92107297, 13, 17, 17, 4]
[92107298, 17, 18, 6, 14]
[92107299, 19, 11, 12, 20]
[92107300, 3, 18, 19, 0]
[92107301, 8, 18, 2, 4]
[92107302, 9, 12, 3, 17]
[92107303, 15, 14, 15, 4]
[92107304, 9, 11, 18, 9]
[92107305, 5, 9, 14, 19]
[92107306, 10, 18, 19, 18]
[92107307, 3, 1, 13, 11]
[92107308, 8, 17, 4, 15]
[92107309, 0, 4, 2, 12]
[92107310, 7, 11, 5, 3]
[92107311, 1, 16, 7, 5]
[92107312, 18, 16, 8, 2]
[92107313, 10, 9, 13, 15]
[92107314, 6, 13, 9, 19]
[92107315, 6, 9, 11, 12]
[92107316, 6, 10, 12, 5]
[92107317, 2, 7, 13, 4]
[92107318, 12, 11, 13, 17]
[92107319, 7, 1, 4, 17]
[92107320, 10, 11, 19, 3]
[92107321, 18, 14, 11, 3]
[92107322, 7, 16, 1, 6]
[92107323, 8, 17, 3, 20]
[92107324, 1, 13, 20, 2]
[92107325, 20, 17, 2, 15]
[92107326, 6, 13, 2, 10]
[92107327, 19, 6, 10, 16]
[92107328, 8, 2, 5, 2]
[92107329, 8, 8, 12, 11]
[92107330, 17, 4, 4, 17]
[92107331, 1, 5, 19, 12]
[92107332, 16, 10, 16, 18]
[92107333, 5, 4, 2, 20]
[92107334, 11, 20, 12, 1]
[92107335, 5, 18, 4, 3]
[92107336, 4, 7, 9, 8]
[92107337, 9, 19, 17, 7]
[92107338, 13, 3, 11, 6]
[92107339, 16, 20, 18, 7]
[92107340, 17, 19, 13, 4]
[92107341, 19, 17, 9, 8]
[92107342, 9, 14, 11, 19]
[92107343, 10, 10, 11, 18]
[92107344, 15, 12, 16, 8]
[92107345, 14, 1, 0, 3]
[92107346, 7, 0, 3, 9]
[92107347, 5, 0, 3, 17]
[92107348, 18, 10, 20, 15]
[92107349, 6, 11, 7, 10]
[92107350, 3, 18, 2, 6]
[92107351, 1, 0, 0, 13]
[92107352, 4, 4, 13, 14]
[92107353, 18, 6, 20, 16]
[92107354, 14, 8, 17, 14]
[92107355, 16, 19, 2, 3]
[92107356, 4, 12, 20, 10]
[92107357, 18, 18, 20, 7]
[92107358, 4, 9, 7, 15]
[92107359, 20, 17, 12, 9]
[92107360, 4, 17, 7, 19]
[92107361, 15, 19, 1, 16]
[92107362, 16, 7, 13, 6]
[92107363, 1, 12, 20, 13]
[92107364, 14, 3, 16, 5]
[92107365, 9, 16, 20, 18]
[92107366, 8, 12, 15, 6]
[92107367, 18, 3, 13, 11]
[92107368, 8, 9, 15, 1]
[92107369, 8, 16, 8, 1]
[92107370, 19, 13, 6, 6]
[92107371, 16, 15, 8, 0]
[92107372, 5, 12, 3, 18]
[92107373, 15, 2, 4, 3]
[92107374, 20, 5, 19, 17]
[92107375, 11, 2, 16, 18]
[92107376, 6, 7, 0, 5]
[92107377, 2, 2, 13, 13]
[92107378, 13, 19, 7, 10]
[92107379, 2, 7, 11, 6]
[92107380, 20, 10, 11, 10]
[92107381, 3, 9, 2, 12]
[92107382, 7, 20, 0, 2]
[92107383, 17, 15, 14, 2]
[92107384, 9, 10, 4, 4]
[92107385, 10, 2, 20, 0]
[92107386, 1, 7, 10, 13]
[92107387, 3, 13, 8, 19]
[92107388, 12, 1, 16, 12]
[92107389, 0, 9, 6, 9]
[92107390, 7, 0, 1, 3]
[92107391, 0, 3, 7, 8]
[92107392, 14, 10, 5, 3]
[92107393, 5, 0, 16, 20]
[92107394, 0, 11, 1, 15]
[92107395, 12, 17, 6, 1]
[92107396, 7, 17, 8, 6]
[92107397, 13, 19, 0, 2]
[92107398, 4, 12, 0, 4]
[92107399, 3, 10, 12, 0]
[92107400, 1, 17, 14, 4]
[92107401, 4, 14, 11, 20]
[92107402, 10, 20, 16, 4]
[92107403, 2, 2, 9, 5]
[92107404, 2, 14, 3, 5]
[92107405, 7, 1, 3, 16]
[92107406, 20, 11, 6, 16]
[92107407, 6, 6, 3, 5]
[92107408, 5, 2, 3, 10]
[92107409, 8, 11, 4, 11]
[92107410, 11, 14, 4, 0]
[92107411, 6, 8, 3, 6]
[92107412, 1, 14, 16, 6]
[92107413, 5, 2, 11, 19]
[92107414, 11, 15, 19, 6]
[92107415, 19, 11, 14, 0]
[92107416, 16, 1, 13, 17]
[92107417, 0, 19, 19, 15]
[92107418, 16, 5, 3, 7]
[92107419, 7, 11, 13, 17]
[92107420, 10, 8, 11, 1]
[92107421, 11, 3, 2, 6]
[92107422, 10, 19, 10, 16]
[92107423, 3, 19, 19, 17]
[92107424, 4, 6, 19, 12]
[92107425, 3, 12, 2, 16]
[92107426, 12, 6, 11, 18]
[92107427, 6, 16, 14, 11]
[92107428, 11, 0, 14, 13]
rid returned from rid is [9223372036854739804]
select error on 92106429 : [92106429, 0, 6, 12, 20] , correct: [92106429, 0, 6, 12, 14]
rid returned from rid is [9223372036854739800]
select error on 92106430 : [92106430, 12, 12, 6, 12] , correct: [92106430, 12, 12, 6, 20]
rid returned from rid is [9223372036854739796]
select error on 92106431 : [92106431, 8, 1, 13, 11] , correct: [92106431, 8, 1, 13, 8]
rid returned from rid is [9223372036854739792]
select error on 92106432 : [92106432, 8, 14, 10, 9] , correct: [92106432, 8, 14, 10, 14]
rid returned from rid is [9223372036854739788]
select error on 92106433 : [92106433, 16, 16, 11, 15] , correct: [92106433, 16, 16, 11, 3]
rid returned from rid is [9223372036854739784]
select error on 92106434 : [92106434, 1, 18, 19, 15] , correct: [92106434, 1, 18, 19, 13]
rid returned from rid is [9223372036854739780]
select error on 92106435 : [92106435, 20, 4, 0, 12] , correct: [92106435, 20, 4, 0, 20]
rid returned from rid is [9223372036854739776]
select error on 92106436 : [92106436, 15, 6, 17, 8] , correct: [92106436, 15, 6, 17, 10]
rid returned from rid is [9223372036854739772]
select error on 92106437 : [92106437, 2, 6, 6, 17] , correct: [92106437, 2, 6, 6, 2]
rid returned from rid is [9223372036854739768]
select error on 92106438 : [92106438, 13, 9, 0, 17] , correct: [92106438, 13, 9, 0, 18]
rid returned from rid is [9223372036854739764]
rid returned from rid is [9223372036854739760]
select error on 92106440 : [92106440, 11, 1, 2, 0] , correct: [92106440, 11, 1, 2, 12]
rid returned from rid is [9223372036854739756]
select error on 92106441 : [92106441, 13, 18, 19, 20] , correct: [92106441, 13, 18, 19, 1]
rid returned from rid is [9223372036854739752]
select error on 92106442 : [92106442, 20, 19, 8, 2] , correct: [92106442, 20, 19, 8, 19]
rid returned from rid is [9223372036854739748]
select error on 92106443 : [92106443, 19, 7, 14, 7] , correct: [92106443, 19, 7, 14, 15]
rid returned from rid is [9223372036854739744]
select error on 92106444 : [92106444, 8, 18, 19, 9] , correct: [92106444, 8, 18, 19, 7]
rid returned from rid is [9223372036854739740]
select error on 92106445 : [92106445, 15, 17, 13, 18] , correct: [92106445, 15, 17, 13, 2]
rid returned from rid is [9223372036854739736]
select error on 92106446 : [92106446, 9, 13, 4, 20] , correct: [92106446, 9, 13, 4, 3]
rid returned from rid is [9223372036854739732]
select error on 92106447 : [92106447, 7, 1, 10, 16] , correct: [92106447, 7, 1, 10, 0]
rid returned from rid is [9223372036854739728]
select error on 92106448 : [92106448, 19, 12, 4, 15] , correct: [92106448, 19, 12, 4, 13]
rid returned from rid is [9223372036854739724]
select error on 92106449 : [92106449, 19, 8, 13, 3] , correct: [92106449, 19, 8, 13, 17]
rid returned from rid is [9223372036854739720]
select error on 92106450 : [92106450, 20, 18, 12, 0] , correct: [92106450, 20, 18, 12, 5]
rid returned from rid is [9223372036854739716]
select error on 92106451 : [92106451, 19, 3, 5, 19] , correct: [92106451, 19, 3, 5, 20]
rid returned from rid is [9223372036854739712]
select error on 92106452 : [92106452, 18, 20, 2, 11] , correct: [92106452, 18, 20, 2, 10]
rid returned from rid is [9223372036854739708]
select error on 92106453 : [92106453, 16, 1, 9, 17] , correct: [92106453, 16, 1, 9, 14]
rid returned from rid is [9223372036854739704]
select error on 92106454 : [92106454, 11, 14, 11, 8] , correct: [92106454, 11, 14, 11, 15]
rid returned from rid is [9223372036854739700]
select error on 92106455 : [92106455, 11, 15, 10, 0] , correct: [92106455, 11, 15, 10, 9]
rid returned from rid is [9223372036854739696]
select error on 92106456 : [92106456, 10, 9, 18, 18] , correct: [92106456, 10, 9, 18, 11]
rid returned from rid is [9223372036854739692]
select error on 92106457 : [92106457, 6, 1, 14, 4] , correct: [92106457, 6, 1, 14, 11]
rid returned from rid is [9223372036854739688]
select error on 92106458 : [92106458, 6, 4, 13, 19] , correct: [92106458, 6, 4, 13, 10]
rid returned from rid is [9223372036854739684]
select error on 92106459 : [92106459, 9, 5, 13, 17] , correct: [92106459, 9, 5, 13, 19]
rid returned from rid is [9223372036854739680]
select error on 92106460 : [92106460, 17, 18, 17, 2] , correct: [92106460, 17, 18, 17, 13]
rid returned from rid is [9223372036854739676]
select error on 92106461 : [92106461, 1, 14, 17, 17] , correct: [92106461, 1, 14, 17, 14]
rid returned from rid is [9223372036854739672]
select error on 92106462 : [92106462, 7, 1, 4, 7] , correct: [92106462, 7, 1, 4, 3]
rid returned from rid is [9223372036854739668]
select error on 92106463 : [92106463, 18, 12, 15, 11] , correct: [92106463, 18, 12, 15, 13]
rid returned from rid is [9223372036854739664]
select error on 92106464 : [92106464, 8, 3, 6, 15] , correct: [92106464, 8, 3, 6, 8]
rid returned from rid is [9223372036854739660]
select error on 92106465 : [92106465, 13, 11, 4, 20] , correct: [92106465, 13, 11, 4, 0]
rid returned from rid is [9223372036854739656]
select error on 92106466 : [92106466, 1, 17, 5, 17] , correct: [92106466, 1, 17, 5, 13]
rid returned from rid is [9223372036854739652]
select error on 92106467 : [92106467, 18, 11, 8, 0] , correct: [92106467, 18, 11, 8, 15]
rid returned from rid is [9223372036854739648]
select error on 92106468 : [92106468, 17, 16, 0, 1] , correct: [92106468, 17, 16, 0, 10]
rid returned from rid is [9223372036854739644]
select error on 92106469 : [92106469, 2, 4, 12, 19] , correct: [92106469, 2, 4, 12, 13]
rid returned from rid is [9223372036854739640]
select error on 92106470 : [92106470, 11, 3, 8, 3] , correct: [92106470, 11, 3, 8, 1]
rid returned from rid is [9223372036854739636]
select error on 92106471 : [92106471, 2, 11, 10, 6] , correct: [92106471, 2, 11, 10, 0]
rid returned from rid is [9223372036854739632]
select error on 92106472 : [92106472, 5, 3, 3, 9] , correct: [92106472, 5, 3, 3, 7]
rid returned from rid is [9223372036854739628]
select error on 92106473 : [92106473, 9, 1, 3, 16] , correct: [92106473, 9, 1, 3, 4]
rid returned from rid is [9223372036854739624]
select error on 92106474 : [92106474, 17, 5, 0, 2] , correct: [92106474, 17, 5, 0, 19]
rid returned from rid is [9223372036854739620]
select error on 92106475 : [92106475, 4, 0, 9, 9] , correct: [92106475, 4, 0, 9, 7]
rid returned from rid is [9223372036854739616]
select error on 92106476 : [92106476, 19, 9, 18, 7] , correct: [92106476, 19, 9, 18, 12]
rid returned from rid is [9223372036854739612]
select error on 92106477 : [92106477, 11, 15, 8, 12] , correct: [92106477, 11, 15, 8, 16]
rid returned from rid is [9223372036854739608]
rid returned from rid is [9223372036854739604]
select error on 92106479 : [92106479, 3, 5, 7, 16] , correct: [92106479, 3, 5, 7, 18]
rid returned from rid is [9223372036854739600]
select error on 92106480 : [92106480, 15, 7, 1, 3] , correct: [92106480, 15, 7, 1, 2]
rid returned from rid is [9223372036854739596]
select error on 92106481 : [92106481, 20, 14, 2, 7] , correct: [92106481, 20, 14, 2, 20]
rid returned from rid is [9223372036854739592]
select error on 92106482 : [92106482, 0, 7, 10, 18] , correct: [92106482, 0, 7, 10, 16]
rid returned from rid is [9223372036854739588]
select error on 92106483 : [92106483, 10, 20, 13, 2] , correct: [92106483, 10, 20, 13, 0]
rid returned from rid is [9223372036854739584]
select error on 92106484 : [92106484, 12, 19, 15, 1] , correct: [92106484, 12, 19, 15, 11]
rid returned from rid is [9223372036854739580]
select error on 92106485 : [92106485, 3, 1, 15, 10] , correct: [92106485, 3, 1, 15, 15]
rid returned from rid is [9223372036854739576]
select error on 92106486 : [92106486, 4, 14, 20, 15] , correct: [92106486, 4, 14, 20, 19]
rid returned from rid is [9223372036854739572]
select error on 92106487 : [92106487, 0, 5, 0, 18] , correct: [92106487, 0, 5, 0, 2]
rid returned from rid is [9223372036854739568]
select error on 92106488 : [92106488, 9, 6, 15, 9] , correct: [92106488, 9, 6, 15, 16]
rid returned from rid is [9223372036854739564]
select error on 92106489 : [92106489, 8, 3, 5, 17] , correct: [92106489, 8, 3, 5, 19]
rid returned from rid is [9223372036854739560]
select error on 92106490 : [92106490, 9, 14, 0, 9] , correct: [92106490, 9, 14, 0, 7]
rid returned from rid is [9223372036854739556]
select error on 92106491 : [92106491, 4, 15, 13, 3] , correct: [92106491, 4, 15, 13, 12]
rid returned from rid is [9223372036854739552]
select error on 92106492 : [92106492, 11, 5, 2, 16] , correct: [92106492, 11, 5, 2, 11]
rid returned from rid is [9223372036854739548]
select error on 92106493 : [92106493, 14, 10, 13, 5] , correct: [92106493, 14, 10, 13, 8]
rid returned from rid is [9223372036854739544]
select error on 92106494 : [92106494, 16, 15, 8, 15] , correct: [92106494, 16, 15, 8, 8]
rid returned from rid is [9223372036854739540]
select error on 92106495 : [92106495, 16, 15, 20, 20] , correct: [92106495, 16, 15, 20, 17]
rid returned from rid is [9223372036854739536]
select error on 92106496 : [92106496, 15, 6, 13, 10] , correct: [92106496, 15, 6, 13, 8]
rid returned from rid is [9223372036854739532]
select error on 92106497 : [92106497, 13, 15, 18, 20] , correct: [92106497, 13, 15, 18, 14]
rid returned from rid is [9223372036854739528]
select error on 92106498 : [92106498, 20, 19, 14, 4] , correct: [92106498, 20, 19, 14, 14]
rid returned from rid is [9223372036854739524]
select error on 92106499 : [92106499, 5, 18, 3, 14] , correct: [92106499, 5, 18, 3, 16]
rid returned from rid is [9223372036854739520]
select error on 92106500 : [92106500, 17, 10, 7, 1] , correct: [92106500, 17, 10, 7, 5]
rid returned from rid is [9223372036854739516]
select error on 92106501 : [92106501, 3, 13, 0, 2] , correct: [92106501, 3, 13, 0, 9]
rid returned from rid is [9223372036854739512]
select error on 92106502 : [92106502, 18, 7, 17, 5] , correct: [92106502, 18, 7, 17, 9]
rid returned from rid is [9223372036854739508]
select error on 92106503 : [92106503, 4, 14, 8, 19] , correct: [92106503, 4, 14, 8, 14]
rid returned from rid is [9223372036854739504]
select error on 92106504 : [92106504, 8, 9, 18, 4] , correct: [92106504, 8, 9, 18, 3]
rid returned from rid is [9223372036854739500]
select error on 92106505 : [92106505, 11, 4, 15, 13] , correct: [92106505, 11, 4, 15, 16]
rid returned from rid is [9223372036854739496]
select error on 92106506 : [92106506, 11, 14, 15, 5] , correct: [92106506, 11, 14, 15, 14]
rid returned from rid is [9223372036854739492]
select error on 92106507 : [92106507, 15, 10, 3, 5] , correct: [92106507, 15, 10, 3, 10]
rid returned from rid is [9223372036854739488]
select error on 92106508 : [92106508, 14, 17, 2, 1] , correct: [92106508, 14, 17, 2, 13]
rid returned from rid is [9223372036854739484]
select error on 92106509 : [92106509, 15, 13, 9, 20] , correct: [92106509, 15, 13, 9, 1]
rid returned from rid is [9223372036854739480]
select error on 92106510 : [92106510, 8, 16, 6, 19] , correct: [92106510, 8, 16, 6, 9]
rid returned from rid is [9223372036854739476]
select error on 92106511 : [92106511, 18, 11, 19, 5] , correct: [92106511, 18, 11, 19, 3]
rid returned from rid is [9223372036854739472]
select error on 92106512 : [92106512, 7, 18, 9, 11] , correct: [92106512, 7, 18, 9, 9]
rid returned from rid is [9223372036854739468]
select error on 92106513 : [92106513, 17, 12, 0, 8] , correct: [92106513, 17, 12, 0, 7]
rid returned from rid is [9223372036854739464]
select error on 92106514 : [92106514, 6, 17, 3, 14] , correct: [92106514, 6, 17, 3, 0]
rid returned from rid is [9223372036854739460]
select error on 92106515 : [92106515, 11, 6, 20, 5] , correct: [92106515, 11, 6, 20, 17]
rid returned from rid is [9223372036854739456]
select error on 92106516 : [92106516, 6, 20, 6, 9] , correct: [92106516, 6, 20, 6, 18]
rid returned from rid is [9223372036854739452]
select error on 92106517 : [92106517, 17, 4, 4, 11] , correct: [92106517, 17, 4, 4, 15]
rid returned from rid is [9223372036854739448]
select error on 92106518 : [92106518, 10, 17, 8, 10] , correct: [92106518, 10, 17, 8, 9]
rid returned from rid is [9223372036854739444]
select error on 92106519 : [92106519, 20, 7, 3, 17] , correct: [92106519, 20, 7, 3, 20]
rid returned from rid is [9223372036854739440]
select error on 92106520 : [92106520, 10, 7, 3, 3] , correct: [92106520, 10, 7, 3, 16]
rid returned from rid is [9223372036854739436]
select error on 92106521 : [92106521, 1, 10, 19, 13] , correct: [92106521, 1, 10, 19, 2]
rid returned from rid is [9223372036854739432]
select error on 92106522 : [92106522, 10, 12, 3, 13] , correct: [92106522, 10, 12, 3, 7]
rid returned from rid is [9223372036854739428]
select error on 92106523 : [92106523, 19, 4, 16, 12] , correct: [92106523, 19, 4, 16, 4]
rid returned from rid is [9223372036854739424]
select error on 92106524 : [92106524, 4, 3, 3, 18] , correct: [92106524, 4, 3, 3, 11]
rid returned from rid is [9223372036854739420]
select error on 92106525 : [92106525, 1, 6, 12, 17] , correct: [92106525, 1, 6, 12, 6]
rid returned from rid is [9223372036854739416]
select error on 92106526 : [92106526, 1, 13, 14, 0] , correct: [92106526, 1, 13, 14, 16]
rid returned from rid is [9223372036854739412]
select error on 92106527 : [92106527, 7, 4, 7, 2] , correct: [92106527, 7, 4, 7, 18]
rid returned from rid is [9223372036854739408]
rid returned from rid is [9223372036854739404]
select error on 92106529 : [92106529, 8, 10, 13, 1] , correct: [92106529, 8, 10, 13, 8]
rid returned from rid is [9223372036854739400]
select error on 92106530 : [92106530, 4, 13, 2, 3] , correct: [92106530, 4, 13, 2, 17]
rid returned from rid is [9223372036854739396]
select error on 92106531 : [92106531, 7, 19, 5, 3] , correct: [92106531, 7, 19, 5, 15]
rid returned from rid is [9223372036854739392]
select error on 92106532 : [92106532, 1, 20, 1, 4] , correct: [92106532, 1, 20, 1, 12]
rid returned from rid is [9223372036854739388]
select error on 92106533 : [92106533, 10, 17, 16, 1] , correct: [92106533, 10, 17, 16, 12]
rid returned from rid is [9223372036854739384]
select error on 92106534 : [92106534, 3, 13, 17, 8] , correct: [92106534, 3, 13, 17, 11]
rid returned from rid is [9223372036854739380]
select error on 92106535 : [92106535, 6, 1, 20, 5] , correct: [92106535, 6, 1, 20, 11]
rid returned from rid is [9223372036854739376]
select error on 92106536 : [92106536, 10, 4, 3, 10] , correct: [92106536, 10, 4, 3, 18]
rid returned from rid is [9223372036854739372]
select error on 92106537 : [92106537, 1, 16, 2, 7] , correct: [92106537, 1, 16, 2, 8]
rid returned from rid is [9223372036854739368]
select error on 92106538 : [92106538, 5, 14, 2, 17] , correct: [92106538, 5, 14, 2, 14]
rid returned from rid is [9223372036854739364]
select error on 92106539 : [92106539, 17, 1, 4, 1] , correct: [92106539, 17, 1, 4, 18]
rid returned from rid is [9223372036854739360]
select error on 92106540 : [92106540, 3, 6, 0, 0] , correct: [92106540, 3, 6, 0, 8]
rid returned from rid is [9223372036854739356]
select error on 92106541 : [92106541, 19, 4, 13, 16] , correct: [92106541, 19, 4, 13, 1]
rid returned from rid is [9223372036854739352]
select error on 92106542 : [92106542, 13, 0, 0, 13] , correct: [92106542, 13, 0, 0, 7]
rid returned from rid is [9223372036854739348]
select error on 92106543 : [92106543, 6, 1, 12, 3] , correct: [92106543, 6, 1, 12, 7]
rid returned from rid is [9223372036854739344]
select error on 92106544 : [92106544, 9, 9, 0, 7] , correct: [92106544, 9, 9, 0, 11]
rid returned from rid is [9223372036854739340]
select error on 92106545 : [92106545, 5, 1, 4, 18] , correct: [92106545, 5, 1, 4, 10]
rid returned from rid is [9223372036854739336]
select error on 92106546 : [92106546, 11, 5, 7, 14] , correct: [92106546, 11, 5, 7, 10]
rid returned from rid is [9223372036854739332]
select error on 92106547 : [92106547, 2, 14, 18, 5] , correct: [92106547, 2, 14, 18, 13]
rid returned from rid is [9223372036854739328]
rid returned from rid is [9223372036854739324]
select error on 92106549 : [92106549, 15, 12, 2, 15] , correct: [92106549, 15, 12, 2, 13]
rid returned from rid is [9223372036854739320]
select error on 92106550 : [92106550, 9, 6, 16, 8] , correct: [92106550, 9, 6, 16, 17]
rid returned from rid is [9223372036854739316]
select error on 92106551 : [92106551, 8, 15, 0, 14] , correct: [92106551, 8, 15, 0, 5]
rid returned from rid is [9223372036854739312]
select error on 92106552 : [92106552, 5, 12, 20, 5] , correct: [92106552, 5, 12, 20, 20]
rid returned from rid is [9223372036854739308]
select error on 92106553 : [92106553, 3, 16, 5, 0] , correct: [92106553, 3, 16, 5, 16]
rid returned from rid is [9223372036854739304]
select error on 92106554 : [92106554, 5, 7, 3, 9] , correct: [92106554, 5, 7, 3, 5]
rid returned from rid is [9223372036854739300]
select error on 92106555 : [92106555, 20, 9, 0, 15] , correct: [92106555, 20, 9, 0, 10]
rid returned from rid is [9223372036854739296]
select error on 92106556 : [92106556, 19, 7, 2, 18] , correct: [92106556, 19, 7, 2, 19]
rid returned from rid is [9223372036854739292]
select error on 92106557 : [92106557, 10, 0, 6, 19] , correct: [92106557, 10, 0, 6, 9]
rid returned from rid is [9223372036854739288]
select error on 92106558 : [92106558, 6, 2, 1, 20] , correct: [92106558, 6, 2, 1, 8]
rid returned from rid is [9223372036854739284]
select error on 92106559 : [92106559, 1, 0, 5, 8] , correct: [92106559, 1, 0, 5, 3]
rid returned from rid is [9223372036854739280]
select error on 92106560 : [92106560, 8, 1, 19, 20] , correct: [92106560, 8, 1, 19, 9]
rid returned from rid is [9223372036854739276]
select error on 92106561 : [92106561, 15, 18, 16, 20] , correct: [92106561, 15, 18, 16, 8]
rid returned from rid is [9223372036854739272]
select error on 92106562 : [92106562, 8, 4, 0, 13] , correct: [92106562, 8, 4, 0, 3]
rid returned from rid is [9223372036854739268]
select error on 92106563 : [92106563, 18, 14, 11, 5] , correct: [92106563, 18, 14, 11, 8]
rid returned from rid is [9223372036854739264]
select error on 92106564 : [92106564, 17, 0, 15, 10] , correct: [92106564, 17, 0, 15, 11]
rid returned from rid is [9223372036854739260]
select error on 92106565 : [92106565, 15, 16, 4, 20] , correct: [92106565, 15, 16, 4, 18]
rid returned from rid is [9223372036854739256]
select error on 92106566 : [92106566, 20, 14, 15, 20] , correct: [92106566, 20, 14, 15, 13]
rid returned from rid is [9223372036854739252]
select error on 92106567 : [92106567, 10, 6, 18, 7] , correct: [92106567, 10, 6, 18, 1]
rid returned from rid is [9223372036854739248]
select error on 92106568 : [92106568, 11, 12, 20, 8] , correct: [92106568, 11, 12, 20, 11]
rid returned from rid is [9223372036854739244]
select error on 92106569 : [92106569, 10, 11, 19, 0] , correct: [92106569, 10, 11, 19, 12]
rid returned from rid is [9223372036854739240]
select error on 92106570 : [92106570, 17, 17, 19, 2] , correct: [92106570, 17, 17, 19, 16]
rid returned from rid is [9223372036854739236]
select error on 92106571 : [92106571, 5, 8, 9, 13] , correct: [92106571, 5, 8, 9, 15]
rid returned from rid is [9223372036854739232]
select error on 92106572 : [92106572, 20, 14, 17, 1] , correct: [92106572, 20, 14, 17, 11]
rid returned from rid is [9223372036854739228]
select error on 92106573 : [92106573, 1, 15, 15, 20] , correct: [92106573, 1, 15, 15, 17]
rid returned from rid is [9223372036854739224]
select error on 92106574 : [92106574, 20, 18, 11, 3] , correct: [92106574, 20, 18, 11, 9]
rid returned from rid is [9223372036854739220]
select error on 92106575 : [92106575, 3, 2, 7, 3] , correct: [92106575, 3, 2, 7, 4]
rid returned from rid is [9223372036854739216]
select error on 92106576 : [92106576, 11, 13, 8, 20] , correct: [92106576, 11, 13, 8, 12]
rid returned from rid is [9223372036854739212]
select error on 92106577 : [92106577, 7, 10, 0, 17] , correct: [92106577, 7, 10, 0, 4]
rid returned from rid is [9223372036854739208]
select error on 92106578 : [92106578, 19, 3, 7, 17] , correct: [92106578, 19, 3, 7, 5]
rid returned from rid is [9223372036854739204]
select error on 92106579 : [92106579, 6, 2, 10, 0] , correct: [92106579, 6, 2, 10, 6]
rid returned from rid is [9223372036854739200]
select error on 92106580 : [92106580, 11, 11, 17, 6] , correct: [92106580, 11, 11, 17, 3]
rid returned from rid is [9223372036854739196]
select error on 92106581 : [92106581, 18, 10, 4, 1] , correct: [92106581, 18, 10, 4, 10]
rid returned from rid is [9223372036854739192]
